Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent
PRD07370,2025-10-08,Pickling Line,A,MC014,OP004,Steel Strip,815,773,42,50,Mechanical Failure,95.4,5.15
PRD07371,2025-08-03,Finishing Line,C,MC007,OP004,HR Sheet,2068,1970,98,10,Power Failure,90.1,4.74
PRD07372,2025-04-08,Rolling Line,B,MC010,OP012,CR Coil,760,745,15,14,Power Failure,94.4,1.97
PRD07373,2025-04-11,Rolling Line,A,MC008,OP025,Steel Plate,2239,2146,93,148,Tool Change,99.0,4.15
PRD07374,2025-01-09,Pickling Line,A,MC001,OP026,HR Coil,2343,2281,62,54,Tool Change,96.8,2.65
PRD07375,2025-03-02,Cut-to-Length Line,B,MC008,OP001,Steel Plate,1626,1548,78,32,Mechanical Failure,98.1,4.8
PRD07376,2025-11-05,Rolling Line,A,MC016,OP009,Steel Plate,2366,2305,61,68,Mechanical Failure,96.4,2.58
PRD07377,2025-05-26,Cut-to-Length Line,B,MC014,OP015,Steel Plate,1172,1141,31,52,Quality Inspection,96.8,2.65
PRD07378,2025-03-04,Cut-to-Length Line,C,MC019,OP008,CR Sheet,771,749,22,87,Tool Change,89.0,2.85
PRD07379,2025-05-01,Finishing Line,A,MC010,OP017,Steel Strip,2294,2208,86,20,Mechanical Failure,97.9,3.75
PRD07380,2025-08-14,Rolling Line,A,MC018,OP015,HR Coil,1272,1255,17,85,Tool Change,97.1,1.34
PRD07381,2025-04-15,Cut-to-Length Line,A,MC002,OP010,HR Sheet,731,716,15,65,Quality Inspection,97.7,2.05
PRD07382,2025-09-17,Rolling Line,B,MC005,OP022,CR Coil,2481,2446,35,74,Power Failure,91.4,1.41
PRD07383,2025-12-15,Pickling Line,A,MC002,OP013,Steel Plate,619,598,21,79,Mechanical Failure,96.8,3.39
PRD07384,2025-09-12,Pickling Line,B,MC020,OP011,Steel Plate,2054,1963,91,49,Quality Inspection,93.2,4.43
PRD07385,2025-07-26,Slitting Line,C,MC003,OP016,CR Sheet,1379,1336,43,62,Mechanical Failure,88.7,3.12
PRD07386,2025-01-28,Finishing Line,A,MC009,OP026,GP Coil,1918,1878,40,25,Material Shortage,94.9,2.09
PRD07387,2025-06-19,Rolling Line,B,MC011,OP015,HR Sheet,1992,1928,64,127,Quality Inspection,90.6,3.21
PRD07388,2025-12-02,Pickling Line,C,MC016,OP018,Steel Strip,2415,2313,102,52,Tool Change,87.2,4.22
PRD07389,2025-03-17,Rolling Line,A,MC014,OP012,Steel Strip,1980,1913,67,85,Mechanical Failure,96.8,3.38
PRD07390,2025-04-26,Cut-to-Length Line,A,MC014,OP003,CR Sheet,2142,2115,27,60,Quality Inspection,98.7,1.26
PRD07391,2025-03-10,Rolling Line,B,MC020,OP028,GP Coil,1541,1520,21,96,Quality Inspection,94.1,1.36
PRD07392,2025-12-20,Finishing Line,A,MC011,OP021,CR Sheet,2175,2162,13,8,Mechanical Failure,95.0,0.6
PRD07393,2025-08-22,Finishing Line,C,MC011,OP024,HR Coil,1054,1028,26,20,Tool Change,92.6,2.47
PRD07394,2025-01-01,Finishing Line,A,MC018,OP022,HR Sheet,1242,1202,40,4,Power Failure,92.3,3.22
PRD07395,2025-06-16,Rolling Line,B,MC011,OP025,Steel Strip,1610,1561,49,76,Scheduled Maintenance,96.6,3.04
PRD07396,2025-12-18,Cut-to-Length Line,C,MC014,OP012,Steel Strip,1317,1284,33,52,Tool Change,93.8,2.51
PRD07397,2025-08-06,Rolling Line,A,MC019,OP029,GI Sheet,2009,1945,64,92,Mechanical Failure,94.2,3.19
PRD07398,2025-09-30,Finishing Line,A,MC018,OP027,Steel Plate,667,632,35,26,Mechanical Failure,96.2,5.25
PRD07399,2025-09-08,Cut-to-Length Line,A,MC004,OP001,HR Coil,960,942,18,31,Material Shortage,95.3,1.88
PRD07400,2025-12-13,Pickling Line,C,MC013,OP005,CR Coil,918,897,21,42,Power Failure,89.4,2.29
PRD07401,2025-12-10,Cut-to-Length Line,C,MC002,OP020,Steel Strip,1964,1899,65,102,Power Failure,90.6,3.31
PRD07402,2025-06-23,Rolling Line,A,MC019,OP008,Steel Strip,2219,2133,86,62,Quality Inspection,99.0,3.88
PRD07403,2025-06-19,Pickling Line,C,MC009,OP029,HR Coil,527,517,10,55,Power Failure,92.7,1.9
PRD07404,2025-09-03,Slitting Line,C,MC011,OP005,Steel Plate,1969,1884,85,53,Material Shortage,90.9,4.32
PRD07405,2025-03-31,Finishing Line,C,MC017,OP025,CR Sheet,598,578,20,0,Tool Change,90.1,3.34
PRD07406,2025-02-18,Finishing Line,B,MC005,OP018,CR Coil,1610,1575,35,14,Power Failure,96.6,2.17
PRD07407,2025-10-21,Cut-to-Length Line,C,MC009,OP008,Steel Strip,1026,988,38,51,Material Shortage,93.4,3.7
PRD07408,2025-05-30,Finishing Line,B,MC016,OP013,GP Coil,635,623,12,29,Material Shortage,91.8,1.89
PRD07409,2025-05-12,Slitting Line,C,MC012,OP017,Steel Plate,1538,1491,47,68,Power Failure,90.5,3.06
PRD07410,2025-02-28,Finishing Line,A,MC001,OP008,HR Sheet,692,676,16,11,Mechanical Failure,97.9,2.31
PRD07411,2025-11-20,Slitting Line,A,MC017,OP030,GP Coil,790,769,21,14,Power Failure,91.6,2.66
PRD07412,2025-07-18,Cut-to-Length Line,C,MC014,OP030,Steel Plate,557,536,21,107,Power Failure,93.1,3.77
PRD07413,2025-08-03,Cut-to-Length Line,C,MC007,OP025,CR Sheet,1087,1054,33,115,Mechanical Failure,93.2,3.04
PRD07414,2025-02-18,Rolling Line,A,MC016,OP027,Steel Strip,2428,2314,114,34,Scheduled Maintenance,95.4,4.7
PRD07415,2025-08-20,Slitting Line,B,MC015,OP003,CR Coil,1946,1918,28,8,Power Failure,93.5,1.44
PRD07416,2025-09-04,Rolling Line,B,MC004,OP018,HR Sheet,1876,1806,70,58,Mechanical Failure,94.4,3.73
PRD07417,2025-08-27,Finishing Line,A,MC015,OP012,Steel Plate,2312,2197,115,20,Material Shortage,99.0,4.97
PRD07418,2025-06-17,Rolling Line,A,MC017,OP013,Steel Plate,850,803,47,112,Mechanical Failure,95.0,5.53
PRD07419,2025-02-17,Pickling Line,A,MC002,OP021,CR Sheet,2479,2420,59,39,Tool Change,99.0,2.38
PRD07420,2025-02-20,Cut-to-Length Line,B,MC008,OP009,HR Coil,2001,1969,32,49,Quality Inspection,94.4,1.6
PRD07421,2025-10-26,Rolling Line,A,MC006,OP024,GI Sheet,1694,1650,44,73,Tool Change,95.7,2.6
PRD07422,2025-04-08,Pickling Line,A,MC007,OP016,HR Coil,1586,1540,46,34,Quality Inspection,95.0,2.9
PRD07423,2025-08-04,Cut-to-Length Line,C,MC016,OP001,GI Sheet,2205,2144,61,12,Scheduled Maintenance,93.5,2.77
PRD07424,2025-06-26,Rolling Line,A,MC005,OP001,HR Sheet,1734,1690,44,85,Mechanical Failure,96.3,2.54
PRD07425,2025-03-21,Cut-to-Length Line,B,MC018,OP008,GI Sheet,661,631,30,38,Mechanical Failure,97.9,4.54
PRD07426,2025-07-04,Slitting Line,C,MC020,OP030,Steel Strip,1504,1452,52,83,Tool Change,87.6,3.46
PRD07427,2025-01-27,Rolling Line,A,MC011,OP003,HR Sheet,881,877,4,18,Mechanical Failure,93.6,0.45
PRD07428,2025-07-14,Pickling Line,A,MC002,OP014,CR Coil,2180,2150,30,57,Material Shortage,98.9,1.38
PRD07429,2025-08-02,Slitting Line,B,MC007,OP014,Steel Plate,981,942,39,49,Scheduled Maintenance,93.0,3.98
PRD07430,2025-12-08,Finishing Line,B,MC015,OP017,GP Coil,1844,1795,49,15,Quality Inspection,93.8,2.66
PRD07431,2025-04-24,Finishing Line,B,MC009,OP026,Steel Plate,1385,1356,29,18,Quality Inspection,95.4,2.09
PRD07432,2025-08-30,Pickling Line,B,MC002,OP001,GI Sheet,2444,2364,80,89,Power Failure,93.5,3.27
PRD07433,2025-05-04,Slitting Line,C,MC004,OP004,HR Sheet,2390,2330,60,37,Material Shortage,97.8,2.51
PRD07434,2025-11-01,Slitting Line,A,MC015,OP006,GI Sheet,1709,1652,57,61,Material Shortage,97.4,3.34
PRD07435,2025-03-17,Slitting Line,C,MC008,OP025,Steel Strip,1405,1350,55,57,Scheduled Maintenance,90.7,3.91
PRD07436,2025-11-07,Pickling Line,A,MC004,OP015,HR Sheet,1236,1203,33,86,Material Shortage,96.2,2.67
PRD07437,2025-11-08,Finishing Line,B,MC008,OP021,CR Coil,2497,2457,40,3,Material Shortage,94.6,1.6
PRD07438,2025-07-15,Slitting Line,A,MC007,OP013,HR Coil,2281,2221,60,38,Mechanical Failure,97.0,2.63
PRD07439,2025-12-17,Rolling Line,B,MC013,OP023,GI Sheet,2041,2003,38,46,Material Shortage,95.8,1.86
PRD07440,2025-02-13,Pickling Line,C,MC005,OP009,GI Sheet,1317,1270,47,60,Quality Inspection,90.9,3.57
PRD07441,2025-07-05,Rolling Line,A,MC020,OP021,HR Coil,1799,1788,11,49,Power Failure,96.3,0.61
PRD07442,2025-12-09,Cut-to-Length Line,A,MC018,OP007,GP Coil,1392,1378,14,78,Mechanical Failure,97.0,1.01
PRD07443,2025-09-03,Pickling Line,B,MC019,OP025,HR Coil,2465,2426,39,51,Power Failure,94.3,1.58
PRD07444,2025-03-25,Pickling Line,A,MC011,OP006,HR Coil,1471,1450,21,34,Power Failure,93.7,1.43
PRD07445,2025-07-26,Slitting Line,C,MC006,OP009,HR Sheet,1870,1791,79,19,Mechanical Failure,90.5,4.22
PRD07446,2025-05-31,Finishing Line,C,MC004,OP006,CR Sheet,894,887,7,27,Tool Change,96.0,0.78
PRD07447,2025-06-05,Rolling Line,C,MC003,OP011,HR Coil,2370,2326,44,133,Quality Inspection,97.9,1.86
PRD07448,2025-01-16,Finishing Line,B,MC020,OP006,GI Sheet,1423,1366,57,16,Scheduled Maintenance,97.0,4.01
PRD07449,2025-06-14,Slitting Line,B,MC006,OP003,GP Coil,2152,2118,34,54,Quality Inspection,97.8,1.58
PRD07450,2025-05-25,Finishing Line,A,MC015,OP021,CR Coil,601,593,8,5,Scheduled Maintenance,93.7,1.33
PRD07451,2025-02-06,Cut-to-Length Line,B,MC003,OP029,CR Coil,1769,1749,20,9,Scheduled Maintenance,95.0,1.13
PRD07452,2025-11-29,Rolling Line,B,MC017,OP023,HR Sheet,1525,1509,16,38,Mechanical Failure,89.9,1.05
PRD07453,2025-02-14,Finishing Line,C,MC002,OP018,CR Coil,2483,2459,24,26,Mechanical Failure,90.4,0.97
PRD07454,2025-07-25,Cut-to-Length Line,C,MC016,OP014,Steel Strip,641,609,32,11,Mechanical Failure,92.0,4.99
PRD07455,2025-03-03,Rolling Line,C,MC017,OP006,Steel Plate,2104,2042,62,105,Tool Change,98.9,2.95
PRD07456,2025-12-22,Rolling Line,B,MC011,OP002,HR Sheet,2274,2184,90,34,Quality Inspection,88.1,3.96
PRD07457,2025-11-04,Cut-to-Length Line,B,MC004,OP025,HR Sheet,2392,2339,53,48,Tool Change,93.8,2.22
PRD07458,2025-01-19,Cut-to-Length Line, C ,MC012,OP010,Steel Plate,1725,1688,37,97,Scheduled Maintenance,95.6,2.14
PRD07459,2025-12-31,Cut-to-Length Line,C,MC008,OP028,CR Coil,577,566,11,50,Mechanical Failure,92.0,1.91
PRD07460,2025-10-27,Cut-to-Length Line,C,MC003,OP019,HR Sheet,1349,1321,28,30,Scheduled Maintenance,90.7,2.08
PRD07461,2025-01-07,Cut-to-Length Line,A,MC011,OP030,HR Sheet,2282,2197,85,32,Scheduled Maintenance,93.1,3.72
PRD07462,2025-09-06,Cut-to-Length Line,C,MC013,OP023,GP Coil,1749,1714,35,96,Material Shortage,93.2,2.0
PRD07463,2025-04-27,Pickling Line,B,MC009,OP007,HR Sheet,1732,1655,77,67,Mechanical Failure,93.0,4.45
PRD07464,2025-03-09,Slitting Line,B,MC015,OP005,HR Coil,2063,2038,25,54,Scheduled Maintenance,90.6,1.21
PRD07465,2025-02-03,Finishing Line,C,MC012,OP015,HR Coil,537,521,16,26,Mechanical Failure,90.8,2.98
PRD07466,2025-07-13,Rolling Line,B,MC010,OP010,GI Sheet,1874,1830,44,105,Scheduled Maintenance,96.7,2.35
PRD07467,2025-11-21,Slitting Line,B,MC004,OP028,CR Sheet,660,639,21,48,Scheduled Maintenance,96.6,3.18
PRD07468,2025-02-24,Cut-to-Length Line,B,MC007,OP002,GI Sheet,1367,1328,39,30,Quality Inspection,95.2,2.85
PRD07469,2025-09-23,Pickling Line,B,MC009,OP021,GI Sheet,999,979,20,31,Scheduled Maintenance,95.2,2.0
PRD07470,2025-02-11,Rolling Line,A,MC006,OP002,HR Coil,553,538,15,53,Material Shortage,96.3,2.71
PRD07471,2025-10-24,Rolling Line,B,MC007,OP019,HR Sheet,2095,2046,49,19,Quality Inspection,97.4,2.34
PRD07472,2025-08-19,Cut-to-Length Line,B,MC017,OP008,Steel Strip,2274,2181,93,36,Mechanical Failure,99.0,4.09
PRD07473,2025-01-10,Finishing Line,B,MC004,OP006,Steel Plate,744,716,28,8,Mechanical Failure,90.2,3.76
PRD07474,2025-12-24,Pickling Line,C,MC002,OP026,HR Sheet,1911,1858,53,89,Scheduled Maintenance,92.6,2.77
PRD07475,2025-05-08,Pickling Line,A,MC017,OP012,Steel Plate,2089,1994,95,40,Power Failure,93.4,4.55
PRD07476,2025-06-28,Slitting Line,C,MC007,OP030,Steel Strip,1005,966,39,40,Quality Inspection,94.3,3.88
PRD07477,2025-07-12,Slitting Line,B,MC011,OP026,CR Sheet,2264,2204,60,42,Tool Change,94.2,2.65
PRD07478,2025-04-02,Rolling Line,C,MC020,OP016,CR Sheet,1482,1465,17,15,Quality Inspection,94.6,1.15
PRD07479,2025-08-19,Slitting Line,A,MC018,OP029,CR Coil,1672,1648,24,77,Mechanical Failure,96.2,1.44
PRD07480,2025-03-19,Pickling Line,A,MC007,OP016,GI Sheet,1804,1750,54,77,Mechanical Failure,95.6,2.99
PRD07481,2025-03-26,Rolling Line,C,MC018,OP015,Steel Plate,806,784,22,65,Material Shortage,93.2,2.73
PRD07482,2025-01-30,Rolling Line,A,MC019,OP010,GI Sheet,2178,2088,90,33,Mechanical Failure,96.4,4.13
PRD07483,2025-08-01,Cut-to-Length Line,C,MC014,OP004,HR Coil,1857,1811,46,55,Power Failure,90.7,2.48
PRD07484,2025-02-18,Finishing Line,A,MC008,OP008,GP Coil,512,500,12,20,Mechanical Failure,96.4,2.34
PRD07485,2025-09-22,Finishing Line,C,MC007,OP026,GI Sheet,1765,1737,28,24,Power Failure,88.2,1.59
PRD07486,2025-05-25,Cut-to-Length Line,B,MC001,OP009,CR Sheet,1266,1233,33,79,Quality Inspection,90.4,2.61
PRD07487,2025-03-10,Rolling Line,B,MC006,OP021,CR Coil,944,936,8,111,Scheduled Maintenance,95.0,0.85
PRD07488,2025-02-27,Cut-to-Length Line,A,MC004,OP017,GP Coil,1364,1339,25,105,Tool Change,95.2,1.83
PRD07489,2025-07-04,Rolling Line,B,MC016,OP006,GP Coil,1544,1520,24,27,Quality Inspection,95.1,1.55
PRD07490,2025-03-03,Cut-to-Length Line,A,MC015,OP025,Steel Plate,2270,2137,133,55,Mechanical Failure,95.9,5.86
PRD07491,2025-11-04,Cut-to-Length Line,B,MC018,OP022,GP Coil,882,863,19,31,Quality Inspection,93.4,2.15
PRD07492,2025-10-23,Cut-to-Length Line,B,MC018,OP016,CR Coil,2463,2435,28,50,Scheduled Maintenance,95.2,1.14
PRD07493,2025-06-15,Finishing Line,C,MC008,OP022,CR Sheet,1584,1508,76,14,Material Shortage,92.1,4.8
PRD07494,2025-06-20,Cut-to-Length Line,C,MC010,OP021,HR Sheet,1035,998,37,75,Quality Inspection,90.5,3.57
PRD07495,2025-03-04,Cut-to-Length Line,B,MC005,OP007,Steel Plate,716,677,39,96,Quality Inspection,93.6,5.45
PRD07496,2025-05-27,Slitting Line,A,MC007,OP029,Steel Strip,1558,1501,57,28,Tool Change,92.9,3.66
PRD07497,2025-11-02,Finishing Line,A,MC017,OP020,GP Coil,778,762,16,21,Mechanical Failure,96.9,2.06
PRD07498,2025-06-10,Rolling Line,C,MC006,OP004,GP Coil,1719,1690,29,34,Tool Change,92.9,1.69
PRD07499,2025-05-21,Finishing Line,A,MC011,OP004,Steel Strip,1578,1518,60,19,Mechanical Failure,96.0,3.8
PRD07500,2025-11-30,Slitting Line,B,MC010,OP009,CR Sheet,2440,2401,39,59,Material Shortage,95.7,1.6
PRD07501,2025-04-07,Rolling Line,A,MC007,OP014,CR Coil,601,589,12,101,Quality Inspection,95.3,2.0
PRD07502,2025-08-09,Finishing Line,A,MC007,OP010,CR Sheet,1651,1589,62,27,Quality Inspection,99.0,3.76
PRD07503,2025-02-12,Rolling Line,B,MC010,OP019,Steel Strip,651,631,20,36,Quality Inspection,95.0,3.07
PRD07504,2025-10-19,Finishing Line,B,MC013,OP026,HR Sheet,2253,2154,99,37,Tool Change,95.9,4.39
PRD07505,2025-04-18,Slitting Line,B,MC003,OP003,Steel Plate,816,789,27,45,Material Shortage,92.2,3.31
PRD07506,2025-09-23,Finishing Line,B,MC009,OP011,Steel Plate,1133,1099,34,0,Tool Change,94.9,3.0
PRD07507,2025-04-05,Cut-to-Length Line,A,MC005,OP019,CR Sheet,1228,1192,36,99,Mechanical Failure,96.1,2.93
PRD07508,2025-09-19,Cut-to-Length Line,A,MC016,OP003,HR Sheet,1531,1486,45,101,Power Failure,95.4,2.94
PRD07509,2025-11-09,Slitting Line,C,MC011,OP013,Steel Strip,2105,2044,61,69,Scheduled Maintenance,98.0,2.9
PRD07510,2025-03-12,Rolling Line,B,MC018,OP012,CR Sheet,1391,1359,32,0,Tool Change,91.2,2.3
PRD07511,2025-08-07,Finishing Line,A,MC015,OP013,CR Sheet,1768,1732,36,21,Quality Inspection,93.0,2.04
PRD07512,2025-01-21,Rolling Line,B,MC005,OP024,GP Coil,1522,1490,32,106,Quality Inspection,97.8,2.1
PRD07513,2025-04-02,Slitting Line,B,MC008,OP025,Steel Strip,1111,1067,44,33,Mechanical Failure,94.3,3.96
PRD07514,2025-05-07,Cut-to-Length Line,A,MC008,OP029,CR Coil,1201,1192,9,40,Tool Change,97.0,0.75
PRD07515,2025-03-21,Pickling Line,C,MC019,OP024,Steel Strip,725,708,17,73,Scheduled Maintenance,93.6,2.34
PRD07516,2025-11-08,Rolling Line,B,MC005,OP020,HR Coil,2395,2365,30,119,Mechanical Failure,96.9,1.25
PRD07517,2025-08-26,Rolling Line,A,MC004,OP010,CR Coil,2294,2265,29,37,Scheduled Maintenance,96.4,1.26
PRD07518,2025-07-01,Rolling Line,B,MC020,OP023,GP Coil,1539,1498,41,107,Quality Inspection,96.0,2.66
PRD07519,2025-01-25,Finishing Line,B,MC018,OP020,GP Coil,2169,2113,56,38,Mechanical Failure,93.0,2.58
PRD07520,2025-06-05,Rolling Line,C,MC012,OP010,HR Coil,1508,1492,16,65,Tool Change,92.4,1.06
PRD07521,2025-01-05,Finishing Line,C,MC001,OP001,HR Coil,1672,1633,39,11,Scheduled Maintenance,88.7,2.33
PRD07522,2025-04-30,Rolling Line,A,MC008,OP023,Steel Plate,1142,1084,58,53,Quality Inspection,95.6,5.08
PRD07523,2025-10-04,Rolling Line,A,MC009,OP003,Steel Strip,2145,2060,85,80,Quality Inspection,96.0,3.96
PRD07524,2025-01-18,Pickling Line,C,MC013,OP014,GP Coil,948,943,5,48,Quality Inspection,95.0,0.53
PRD07525,2025-07-17,Rolling Line,C,MC001,OP021,Steel Plate,826,776,50,81,Mechanical Failure,97.1,6.05
PRD07526,2025-02-26,Cut-to-Length Line,A,MC006,OP016,CR Sheet,1291,1231,60,81,Material Shortage,96.3,4.65
PRD07527,2025-04-03,Finishing Line,A,MC001,OP030,GP Coil,2013,1975,38,24,Power Failure,95.6,1.89
PRD07528,2025-01-19,Rolling Line,C,MC014,OP019,CR Coil,1132,1119,13,127,Mechanical Failure,99.0,1.15
PRD07529,2025-12-19,Cut-to-Length Line,C,MC005,OP001,GI Sheet,1927,1886,41,93,Tool Change,94.2,2.13
PRD07530,2025-07-12,Slitting Line,A,MC013,OP009,Steel Plate,917,862,55,40,Quality Inspection,95.4,6.0
PRD07531,2025-08-25,Rolling Line,B,MC005,OP002,CR Sheet,673,659,14,103,Mechanical Failure,94.1,2.08
PRD07532,2025-10-04,Rolling Line,A,MC015,OP018,Steel Plate,1467,1424,43,95,Power Failure,98.4,2.93
PRD07533,2025-08-15,Finishing Line,A,MC003,OP006,Steel Plate,2252,2151,101,38,Power Failure,98.5,4.48
PRD07534,2025-08-21,Rolling Line,A,MC004,OP017,Steel Strip,615,603,12,16,Mechanical Failure,95.9,1.95
PRD07535,2025-02-09,Finishing Line,B,MC003,OP008,GI Sheet,1433,1405,28,25,Mechanical Failure,93.9,1.95
PRD07536,2025-11-19,Pickling Line,C,MC020,OP020,GI Sheet,655,633,22,8,Mechanical Failure,92.9,3.36
PRD07537,2025-06-02,Rolling Line,B,MC012,OP003,HR Coil,792,782,10,91,Material Shortage,97.9,1.26
PRD07538,2025-05-07,Pickling Line,A,MC014,OP021,GP Coil,1328,1321,7,102,Tool Change,96.8,0.53
PRD07539,2025-08-25,Finishing Line,C,MC006,OP024,CR Sheet,1676,1621,55,13,Scheduled Maintenance,96.4,3.28
PRD07540,2025-02-24,Cut-to-Length Line,A,MC019,OP001,CR Coil,1215,1190,25,33,Mechanical Failure,95.4,2.06
PRD07541,2025-06-21,Pickling Line,C,MC005,OP021,HR Sheet,2462,2418,44,74,Mechanical Failure,93.1,1.79
PRD07542,2025-04-19,Finishing Line,C,MC017,OP025,Steel Plate,2439,2350,89,43,Scheduled Maintenance,94.9,3.65
PRD07543,2025-12-20,Rolling Line,A,MC019,OP018,HR Coil,1221,1207,14,55,Material Shortage,97.7,1.15
PRD07544,2025-07-03,Finishing Line,A,MC018,OP008,Steel Plate,1940,1836,104,19,Mechanical Failure,94.0,5.36
PRD07545,2025-07-17,Finishing Line,C,MC012,OP002,GP Coil,660,657,3,47,Quality Inspection,89.8,0.45
PRD07546,2025-03-28,Cut-to-Length Line,B,MC018,OP023,GI Sheet,856,842,14,21,Tool Change,89.7,1.64
PRD07547,2025-07-20,Finishing Line,A,MC005,OP009,Steel Strip,794,753,41,0,Quality Inspection,99.0,5.16
PRD07548,2025-12-03,Pickling Line,C,MC013,OP021,GP Coil,895,874,21,55,Tool Change,97.2,2.35
PRD07549,2025-11-18,Cut-to-Length Line,A,MC004,,GP Coil,984,961,23,41,Material Shortage,97.3,2.34
PRD07550,2025-10-02,Pickling Line,A,MC018,OP016,CR Sheet,705,689,16,58,Material Shortage,94.1,2.27
PRD07551,2025-07-30,Slitting Line,B,MC020,OP009,CR Sheet,1415,1362,53,64,Mechanical Failure,95.0,3.75
PRD07552,2025-04-28,Pickling Line,B,MC009,OP017,GP Coil,1521,1492,29,52,Mechanical Failure,93.6,1.91
PRD07553,2025-07-10,Slitting Line,B,MC002,OP015,HR Coil,860,852,8,82,Material Shortage,95.1,0.93
PRD07554,2025-02-11,Pickling Line,A,MC010,OP007,GP Coil,1765,1727,38,48,Mechanical Failure,94.6,2.15
PRD07555,2025-02-11,Slitting Line,B,MC013,OP004,GP Coil,2437,2369,68,63,Power Failure,93.5,2.79
PRD07556,2025-11-11,Rolling Line,B,MC006,OP023,CR Sheet,1725,1663,62,81,Quality Inspection,90.8,3.59
PRD07557,2025-10-03,Slitting Line,C,MC020,OP015,HR Sheet,1284,1232,52,45,Quality Inspection,91.1,4.05
PRD07558,2025-11-25,Finishing Line,B,MC008,OP017,GP Coil,2424,2412,12,25,Quality Inspection,94.2,0.5
PRD07559,2025-01-17,Slitting Line,B,MC013,OP023,CR Coil,563,555,8,26,Mechanical Failure,93.3,1.42
PRD07560,2025-10-10,Cut-to-Length Line,A,MC004,OP023,HR Coil,1935,1896,39,17,Tool Change,96.5,2.02
PRD07561,2025-09-15,Rolling Line,C,MC019,OP030,HR Coil,984,970,14,121,Quality Inspection,90.6,1.42
PRD07562,2025-03-04,Pickling Line,A,MC007,OP010,CR Coil,2324,2286,38,70,Power Failure,96.9,1.64
PRD07563,2025-03-03,Rolling Line,B,MC015,OP028,CR Sheet,1945,1908,37,117,Scheduled Maintenance,92.9,1.9
PRD07564,2025-04-10,Rolling Line,C,MC005,OP012,HR Coil,2248,2237,11,67,Mechanical Failure,87.1,0.49
PRD07565,2025-01-19,Cut-to-Length Line,C,MC017,OP026,CR Sheet,2330,2288,42,64,Quality Inspection,95.4,1.8
PRD07566,2025-01-17,Cut-to-Length Line,B,MC019,OP016,HR Sheet,1630,1575,55,58,Mechanical Failure,98.0,3.37
PRD07567,2025-11-21,Rolling Line,C,MC005,OP007,Steel Plate,1778,1699,79,70,Power Failure,89.9,4.44
PRD07568,2025-09-03,Pickling Line,C,MC011,OP010,HR Coil,2383,2357,26,7,Scheduled Maintenance,92.8,1.09
PRD07569,2025-09-08,Finishing Line,C,MC004,OP030,HR Coil,820,799,21,46,Material Shortage,93.3,2.56
PRD07570,2025-03-22,Rolling Line,B,MC014,OP002,GP Coil,502,490,12,96,Quality Inspection,98.1,2.39
PRD07571,2025-02-08,Rolling Line,B,MC004,OP029,CR Coil,2496,2457,39,111,Tool Change,98.2,1.56
PRD07572,2025-02-05,Cut-to-Length Line,A,MC004,OP022,HR Sheet,1763,1715,48,61,Scheduled Maintenance,99.0,2.72
PRD07573,2025-07-16,Rolling Line,B,MC002,OP012,GI Sheet,2189,2116,73,64,Tool Change,95.5,3.33
PRD07574,2025-06-07,Finishing Line,A,MC007,OP019,Steel Strip,1632,1598,34,21,Power Failure,95.5,2.08
PRD07575,2025-07-23,Cut-to-Length Line,B,MC019,OP027,CR Sheet,1465,1397,68,71,Quality Inspection,96.0,4.64
PRD07576,2025-07-15,Pickling Line,B,MC001,OP006,CR Sheet,2021,1962,59,67,Quality Inspection,92.5,2.92
PRD07577,2025-08-04,Pickling Line,A,MC012,OP021,CR Sheet,2032,1974,58,52,Scheduled Maintenance,99.0,2.85
PRD07578,2025-10-12,Pickling Line,A,MC019,OP027,HR Sheet,972,960,12,41,Tool Change,96.0,1.23
PRD07579,2025-07-15,Rolling Line,B,MC012,OP020,GP Coil,1302,1265,37,76,Scheduled Maintenance,99.0,2.84
PRD07580,2025-11-03,Finishing Line,A,MC009,OP024,Steel Plate,1286,1255,31,30,Mechanical Failure,94.4,2.41
PRD07581,2025-06-01,Cut-to-Length Line,B,MC007,OP002,HR Coil,2213,2177,36,39,Material Shortage,94.1,1.63
PRD07582,2025-01-14,Rolling Line,C,MC001,OP023,GP Coil,1880,1847,33,121,Tool Change,93.4,1.76
PRD07583,2025-11-21,Pickling Line,C,MC006,OP020,GI Sheet,662,646,16,85,Mechanical Failure,91.0,2.42
PRD07584,2025-05-26,Rolling Line,A,MC010,OP014,Steel Plate,2377,2287,90,49,Mechanical Failure,96.9,3.79
PRD07585,2025-02-26,Rolling Line,A,MC001,,HR Coil,984,971,13,104,Power Failure,95.5,1.32
PRD07586,2025-07-30,Cut-to-Length Line,B,MC018,OP005,HR Coil,766,746,20,48,Power Failure,91.7,2.61
PRD07587,2025-09-25,Cut-to-Length Line,B,MC003,OP021,CR Sheet,1165,1131,34,16,Power Failure,96.2,2.92
PRD07588,2025-07-29,Pickling Line,B,MC011,OP009,GI Sheet,2301,2242,59,61,Quality Inspection,92.5,2.56
PRD07589,2025-01-17,Rolling Line,A,MC014,OP013,HR Sheet,1953,1881,72,100,Tool Change,99.0,3.69
