Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent,Good_Qty,Production_Loss,Downtime_Hours,Month,Quarter,Week,Day_Name,Efficiency_Category
PRD10162,2025-11-16,Cut-To-Length Line,B,MC001,OP018,HR Sheet,930,907,23,63,Tool Change,95.7,2.47,884,23,1.05,November,4,46,Sunday,High
PRD10163,2025-12-17,Rolling Line,B,MC002,OP003,CR Sheet,653,626,27,89,Mechanical Failure,95.2,4.13,599,27,1.48,December,4,51,Wednesday,High
PRD10164,2025-06-29,Pickling Line,A,MC018,OP028,HR Coil,1257,1238,19,67,Quality Inspection,96.7,1.51,1219,19,1.12,June,2,26,Sunday,High
PRD10165,2025-10-17,Rolling Line,B,MC008,OP007,HR Coil,2195,2184,11,117,Tool Change,93.9,0.5,2173,11,1.95,October,4,42,Friday,Medium
PRD10166,2025-06-12,Finishing Line,A,MC001,OP003,HR Sheet,1778,1753,25,1,Quality Inspection,94.6,1.41,1728,25,0.02,June,2,24,Thursday,Medium
PRD10167,2025-09-28,Cut-To-Length Line,A,MC003,OP015,Steel Strip,2190,2124,66,64,Power Failure,98.6,3.01,2058,66,1.07,September,3,39,Sunday,High
PRD10168,2025-04-06,Finishing Line,C,MC001,OP012,Steel Plate,2366,2266,100,33,Scheduled Maintenance,94.9,4.23,2166,100,0.55,April,2,14,Sunday,Medium
PRD10169,2025-09-19,Cut-To-Length Line,B,MC020,OP011,GI Sheet,1641,1575,66,106,Tool Change,96.4,4.02,1509,66,1.77,September,3,38,Friday,High
PRD10170,2025-12-31,Pickling Line,A,MC003,OP013,Steel Strip,1134,1092,42,28,Material Shortage,96.6,3.7,1050,42,0.47,December,4,1,Wednesday,High
PRD10171,2025-12-19,Pickling Line,B,MC008,OP024,Steel Strip,604,578,26,64,Scheduled Maintenance,93.4,4.3,552,26,1.07,December,4,51,Friday,Medium
PRD10172,2025-10-15,Slitting Line,C,MC012,OP003,CR Sheet,2233,2155,78,5,Power Failure,89.1,3.49,2077,78,0.08,October,4,42,Wednesday,Low
PRD10173,2025-03-24,Pickling Line,A,MC007,OP030,HR Sheet,2258,2196,62,18,Tool Change,95.6,2.75,2134,62,0.3,March,1,13,Monday,High
PRD10174,2025-08-13,Cut-To-Length Line,B,MC020,OP018,GI Sheet,1275,1246,29,50,Material Shortage,95.6,2.27,1217,29,0.83,August,3,33,Wednesday,High
PRD10175,2025-08-11,Finishing Line,B,MC001,OP015,Steel Plate,2024,1917,107,19,Mechanical Failure,96.5,5.29,1810,107,0.32,August,3,33,Monday,High
PRD10176,2025-04-28,Pickling Line,C,MC003,OP026,Steel Plate,1119,1056,63,21,Quality Inspection,90.0,5.63,993,63,0.35,April,2,18,Monday,Low
PRD10177,2025-07-11,Finishing Line,B,MC012,OP010,Steel Strip,1099,1044,55,26,Quality Inspection,92.8,5.0,989,55,0.43,July,3,28,Friday,Medium
PRD10178,2025-03-20,Finishing Line,A,MC008,OP020,CR Sheet,773,745,28,4,Material Shortage,97.6,3.62,717,28,0.07,March,1,12,Thursday,High
PRD10179,2025-03-19,Pickling Line,B,MC009,OP004,GI Sheet,2236,2156,80,48,Power Failure,96.5,3.58,2076,80,0.8,March,1,12,Wednesday,High
PRD10180,2025-05-27,Slitting Line,B,MC015,OP005,Steel Plate,521,493,28,62,Material Shortage,98.0,5.37,465,28,1.03,May,2,22,Tuesday,High
PRD10181,2025-04-17,Cut-To-Length Line,A,MC011,OP012,GI Sheet,2014,1966,48,98,Scheduled Maintenance,96.8,2.38,1918,48,1.63,April,2,16,Thursday,High
PRD10182,2025-09-28,Pickling Line,C,MC006,OP021,Steel Strip,1896,1846,50,89,Power Failure,97.1,2.64,1796,50,1.48,September,3,39,Sunday,High
PRD10183,2025-09-01,Rolling Line,A,MC005,OP019,CR Sheet,690,676,14,53,Quality Inspection,96.5,2.03,662,14,0.88,September,3,36,Monday,High
PRD10184,2025-03-14,Slitting Line,A,MC005,OP016,CR Coil,549,544,5,54,Quality Inspection,96.5,0.91,539,5,0.9,March,1,11,Friday,High
PRD10185,2025-12-23,Finishing Line,A,MC016,OP017,Steel Strip,1085,1027,58,33,Tool Change,97.3,5.35,969,58,0.55,December,4,52,Tuesday,High
PRD10186,2025-12-20,Rolling Line,C,MC015,OP008,CR Sheet,1396,1350,46,153,Scheduled Maintenance,93.6,3.3,1304,46,2.55,December,4,51,Saturday,Medium
PRD10187,2025-01-26,Cut-To-Length Line,B,MC011,OP026,Steel Strip,1398,1354,44,79,Mechanical Failure,95.4,3.15,1310,44,1.32,January,1,4,Sunday,High
PRD10188,2025-07-29,Finishing Line,A,MC020,OP002,HR Sheet,1375,1358,17,8,Tool Change,96.2,1.24,1341,17,0.13,July,3,31,Tuesday,High
PRD10189,2025-04-02,Cut-To-Length Line,C,MC017,OP029,GI Sheet,1485,1455,30,45,Quality Inspection,93.2,2.02,1425,30,0.75,April,2,14,Wednesday,Medium
PRD10190,2025-05-05,Pickling Line,A,MC019,OP028,Steel Strip,1451,1423,28,65,Mechanical Failure,95.1,1.93,1395,28,1.08,May,2,19,Monday,High
PRD10191,2025-03-14,Cut-To-Length Line,A,MC017,OP030,Steel Plate,2170,2053,117,61,Scheduled Maintenance,96.9,5.39,1936,117,1.02,March,1,11,Friday,High
PRD10192,2025-05-03,Pickling Line,A,MC015,OP016,HR Coil,654,642,12,39,Power Failure,95.3,1.83,630,12,0.65,May,2,18,Saturday,High
PRD10193,2025-11-05,Rolling Line,C,MC013,OP015,GP Coil,514,508,6,132,Mechanical Failure,91.1,1.17,502,6,2.2,November,4,45,Wednesday,Medium
PRD10194,2025-07-03,Finishing Line,C,MC018,OP011,Steel Strip,2028,1964,64,0,Power Failure,92.9,3.16,1900,64,0.0,July,3,27,Thursday,Medium
PRD10195,2025-07-06,Pickling Line,C,MC016,OP005,GP Coil,1098,1061,37,34,Mechanical Failure,94.1,3.37,1024,37,0.57,July,3,27,Sunday,Medium
PRD10196,2025-07-17,Cut-To-Length Line,A,MC020,OP002,GP Coil,712,702,10,93,Mechanical Failure,97.9,1.4,692,10,1.55,July,3,29,Thursday,High
PRD10197,2025-03-19,Pickling Line,B,MC001,OP022,GP Coil,1377,1355,22,36,Mechanical Failure,95.1,1.6,1333,22,0.6,March,1,12,Wednesday,High
PRD10198,2025-12-14,Rolling Line,B,MC020,OP007,HR Coil,2034,2000,34,42,Mechanical Failure,95.0,1.67,1966,34,0.7,December,4,50,Sunday,Medium
PRD10199,2025-07-05,Finishing Line,B,MC013,OP007,HR Sheet,1600,1568,32,45,Material Shortage,99.0,2.0,1536,32,0.75,July,3,27,Saturday,High
PRD10200,2025-12-10,Cut-To-Length Line,A,MC004,OP029,HR Sheet,1683,1652,31,60,Mechanical Failure,92.8,1.84,1621,31,1.0,December,4,50,Wednesday,Medium
PRD10201,2025-09-10,Rolling Line,C,MC012,OP001,Steel Strip,1316,1273,43,96,Material Shortage,94.2,3.27,1230,43,1.6,September,3,37,Wednesday,Medium
PRD10202,2025-01-13,Finishing Line,A,MC015,OP025,GP Coil,1095,1078,17,47,Mechanical Failure,99.0,1.55,1061,17,0.78,January,1,3,Monday,High
PRD10203,2025-10-26,Cut-To-Length Line,B,MC020,OP017,Steel Strip,1123,1093,30,70,Tool Change,94.6,2.67,1063,30,1.17,October,4,43,Sunday,Medium
PRD10204,2025-03-17,Pickling Line,B,MC012,OP024,HR Sheet,1976,1949,27,15,Tool Change,92.2,1.37,1922,27,0.25,March,1,12,Monday,Medium
PRD10205,2025-02-20,Cut-To-Length Line,B,MC019,OP027,HR Sheet,1756,1740,16,77,Tool Change,93.0,0.91,1724,16,1.28,February,1,8,Thursday,Medium
PRD10206,2025-10-02,Rolling Line,A,MC019,OP016,HR Sheet,2024,1941,83,91,Material Shortage,94.7,4.1,1858,83,1.52,October,4,40,Thursday,Medium
PRD10207,2025-05-29,Pickling Line,A,MC015,OP017,CR Sheet,915,879,36,22,Mechanical Failure,95.0,3.93,843,36,0.37,May,2,22,Thursday,Medium
PRD10208,2025-08-07,Rolling Line,B,MC005,OP011,CR Coil,1644,1611,33,99,Mechanical Failure,96.0,2.01,1578,33,1.65,August,3,32,Thursday,High
PRD10209,2025-05-02,Pickling Line,C,MC011,OP014,Steel Plate,1832,1776,56,86,Scheduled Maintenance,93.6,3.06,1720,56,1.43,May,2,18,Friday,Medium
PRD10210,2025-07-30,Pickling Line,C,MC018,OP013,HR Sheet,1167,1133,34,59,Mechanical Failure,91.0,2.91,1099,34,0.98,July,3,31,Wednesday,Medium
PRD10211,2025-10-07,Finishing Line,A,MC010,OP003,GI Sheet,860,829,31,26,Tool Change,95.9,3.6,798,31,0.43,October,4,41,Tuesday,High
PRD10212,2025-01-26,Cut-To-Length Line,A,MC013,OP026,HR Sheet,1871,1831,40,85,Tool Change,97.9,2.14,1791,40,1.42,January,1,4,Sunday,High
PRD10213,2025-06-22,Slitting Line,B,MC019,OP020,HR Coil,575,566,9,65,Mechanical Failure,97.5,1.57,557,9,1.08,June,2,25,Sunday,High
PRD10214,2025-06-05,Finishing Line,B,MC020,OP025,GP Coil,2233,2219,14,17,Tool Change,94.0,0.63,2205,14,0.28,June,2,23,Thursday,Medium
PRD10215,2025-08-26,Pickling Line,C,MC015,OP008,GP Coil,717,706,11,65,Tool Change,91.9,1.53,695,11,1.08,August,3,35,Tuesday,Medium
PRD10216,2025-03-23,Cut-To-Length Line,B,MC018,OP012,GP Coil,1988,1958,30,36,Scheduled Maintenance,93.8,1.51,1928,30,0.6,March,1,12,Sunday,Medium
PRD10217,2025-12-22,Rolling Line,B,MC008,OP029,Steel Strip,1303,1260,43,126,Mechanical Failure,94.5,3.3,1217,43,2.1,December,4,52,Monday,Medium
PRD10218,2025-09-30,Finishing Line,B,MC003,OP011,Steel Plate,689,660,29,29,Quality Inspection,90.7,4.21,631,29,0.48,September,3,40,Tuesday,Medium
PRD10219,2025-03-09,Finishing Line,A,MC011,OP027,HR Coil,2429,2352,77,7,Material Shortage,98.2,3.17,2275,77,0.12,March,1,10,Sunday,High
PRD10220,2025-02-13,Cut-To-Length Line,B,MC005,OP012,CR Coil,1613,1578,35,111,Quality Inspection,96.2,2.17,1543,35,1.85,February,1,7,Thursday,High
PRD10221,2025-03-02,Finishing Line,B,MC012,OP015,CR Sheet,835,815,20,4,Mechanical Failure,95.5,2.4,795,20,0.07,March,1,9,Sunday,High
PRD10222,2025-05-03,Slitting Line,C,MC001,OP021,GI Sheet,723,705,18,27,Tool Change,91.8,2.49,687,18,0.45,May,2,18,Saturday,Medium
PRD10223,2025-12-15,Finishing Line,A,MC006,OP004,CR Coil,2243,2223,20,12,Material Shortage,95.5,0.89,2203,20,0.2,December,4,51,Monday,High
PRD10224,2025-07-15,Pickling Line,A,MC006,OP010,HR Sheet,1135,1106,29,66,Mechanical Failure,95.1,2.56,1077,29,1.1,July,3,29,Tuesday,High
PRD10225,2025-11-26,Rolling Line,C,MC012,OP016,CR Coil,897,887,10,95,Mechanical Failure,92.5,1.11,877,10,1.58,November,4,48,Wednesday,Medium
PRD10226,2025-11-19,Cut-To-Length Line,B,MC015,OP009,Steel Strip,1894,1839,55,75,Material Shortage,96.5,2.9,1784,55,1.25,November,4,47,Wednesday,High
PRD10227,2025-04-21,Cut-To-Length Line,C,MC004,OP017,GP Coil,780,774,6,104,Material Shortage,94.2,0.77,768,6,1.73,April,2,17,Monday,Medium
PRD10228,2025-09-15,Slitting Line,C,MC018,OP027,HR Coil,1204,1197,7,22,Mechanical Failure,92.9,0.58,1190,7,0.37,September,3,38,Monday,Medium
PRD10229,2025-03-30,Rolling Line,C,MC012,OP022,GP Coil,2458,2430,28,138,Tool Change,95.2,1.14,2402,28,2.3,March,1,13,Sunday,High
PRD10230,2025-07-17,Rolling Line,A,MC007,OP013,CR Sheet,926,900,26,53,Mechanical Failure,94.9,2.81,874,26,0.88,July,3,29,Thursday,Medium
PRD10231,2025-10-09,Slitting Line,A,MC005,OP008,CR Sheet,1603,1582,21,36,Mechanical Failure,98.0,1.31,1561,21,0.6,October,4,41,Thursday,High
PRD10232,2025-07-19,Rolling Line,C,MC003,OP023,GI Sheet,852,821,31,40,Quality Inspection,90.6,3.64,790,31,0.67,July,3,29,Saturday,Medium
PRD10233,2025-04-09,Rolling Line,C,MC005,OP008,Steel Strip,1225,1199,26,75,Mechanical Failure,89.1,2.12,1173,26,1.25,April,2,15,Wednesday,Low
PRD10234,2025-01-27,Slitting Line,B,MC017,OP029,HR Coil,994,968,26,73,Mechanical Failure,95.9,2.62,942,26,1.22,January,1,5,Monday,High
PRD10235,2025-03-30,Finishing Line,B,MC006,OP003,CR Sheet,1999,1959,40,37,Material Shortage,94.1,2.0,1919,40,0.62,March,1,13,Sunday,Medium
PRD10236,2025-05-26,Cut-To-Length Line,C,MC020,OP021,CR Coil,2213,2164,49,65,Power Failure,93.1,2.21,2115,49,1.08,May,2,22,Monday,Medium
PRD10237,2025-07-01,Slitting Line,A,MC002,OP013,GP Coil,2186,2138,48,14,Tool Change,94.4,2.2,2090,48,0.23,July,3,27,Tuesday,Medium
PRD10238,2025-09-14,Finishing Line,B,MC019,OP017,CR Coil,1779,1751,28,12,Mechanical Failure,97.5,1.57,1723,28,0.2,September,3,37,Sunday,High
PRD10239,2025-07-08,Cut-To-Length Line,A,MC015,OP016,Steel Strip,1653,1592,61,42,Material Shortage,97.6,3.69,1531,61,0.7,July,3,28,Tuesday,High
PRD10240,2025-08-28,Pickling Line,A,MC003,OP024,GI Sheet,2434,2355,79,21,Tool Change,97.0,3.25,2276,79,0.35,August,3,35,Thursday,High
PRD10241,2025-12-25,Pickling Line,B,MC001,OP002,Steel Strip,1638,1605,33,34,Scheduled Maintenance,94.1,2.01,1572,33,0.57,December,4,52,Thursday,Medium
PRD10242,2025-07-15,Slitting Line,C,MC019,OP010,Steel Plate,1055,1019,36,56,Material Shortage,94.4,3.41,983,36,0.93,July,3,29,Tuesday,Medium
PRD10243,2025-10-24,Slitting Line,C,MC007,OP003,GI Sheet,2207,2133,74,38,Scheduled Maintenance,99.0,3.35,2059,74,0.63,October,4,43,Friday,High
PRD10244,2025-06-14,Slitting Line,C,MC010,OP026,Steel Strip,562,539,23,46,Quality Inspection,91.8,4.09,516,23,0.77,June,2,24,Saturday,Medium
PRD10245,2025-11-03,Pickling Line,A,MC009,OP002,HR Coil,1629,1601,28,47,Scheduled Maintenance,96.4,1.72,1573,28,0.78,November,4,45,Monday,High
PRD10246,2025-09-28,Pickling Line,B,MC016,OP001,Steel Plate,1890,1777,113,45,Scheduled Maintenance,94.7,5.98,1664,113,0.75,September,3,39,Sunday,Medium
PRD10247,2025-01-08,Cut-To-Length Line,A,MC015,OP002,Steel Strip,1688,1587,101,99,Scheduled Maintenance,97.3,5.98,1486,101,1.65,January,1,2,Wednesday,High
PRD10248,2025-02-07,Slitting Line,A,MC013,OP026,CR Coil,2296,2252,44,49,Quality Inspection,98.2,1.92,2208,44,0.82,February,1,6,Friday,High
PRD10249,2025-04-24,Cut-To-Length Line,A,MC008,OP002,Steel Plate,1811,1712,99,66,Mechanical Failure,97.2,5.47,1613,99,1.1,April,2,17,Thursday,High
PRD10250,2025-12-05,Pickling Line,A,MC011,OP006,CR Sheet,1497,1440,57,27,Scheduled Maintenance,97.1,3.81,1383,57,0.45,December,4,49,Friday,High
PRD10251,2025-02-25,Finishing Line,B,MC001,OP014,Steel Strip,970,936,34,29,Tool Change,93.0,3.51,902,34,0.48,February,1,9,Tuesday,Medium
PRD10252,2025-12-25,Slitting Line,A,MC008,OP020,HR Sheet,1546,1493,53,54,Tool Change,95.4,3.43,1440,53,0.9,December,4,52,Thursday,High
PRD10253,2025-05-18,Finishing Line,B,MC012,OP010,GP Coil,1876,1850,26,13,Material Shortage,96.3,1.39,1824,26,0.22,May,2,20,Sunday,High
PRD10254,2025-04-12,Finishing Line,C,MC019,OP020,CR Coil,697,685,12,15,Mechanical Failure,95.2,1.72,673,12,0.25,April,2,15,Saturday,High
PRD10255,2025-11-30,Cut-To-Length Line,C,MC006,OP001,Steel Strip,1699,1654,45,22,Mechanical Failure,90.1,2.65,1609,45,0.37,November,4,48,Sunday,Medium
PRD10256,2025-06-26,Cut-To-Length Line,C,MC016,OP026,Steel Strip,2068,1986,82,94,Material Shortage,91.6,3.97,1904,82,1.57,June,2,26,Thursday,Medium
PRD10257,2025-06-18,Rolling Line,C,MC014,OP013,Steel Plate,2268,2198,70,32,Quality Inspection,94.3,3.09,2128,70,0.53,June,2,25,Wednesday,Medium
PRD10258,2025-12-05,Finishing Line,B,MC007,OP016,GI Sheet,775,737,38,28,Mechanical Failure,91.5,4.9,699,38,0.47,December,4,49,Friday,Medium
PRD10259,2025-10-13,Rolling Line,C,MC003,OP028,CR Sheet,1141,1120,21,106,Quality Inspection,87.7,1.84,1099,21,1.77,October,4,42,Monday,Low
PRD10260,2025-09-18,Pickling Line,C,MC010,OP002,Steel Plate,967,913,54,33,Mechanical Failure,92.5,5.58,859,54,0.55,September,3,38,Thursday,Medium
PRD10261,2025-08-11,Slitting Line,A,MC001,OP014,HR Coil,842,835,7,69,Tool Change,94.9,0.83,828,7,1.15,August,3,33,Monday,Medium
PRD10262,2025-07-18,Pickling Line,C,MC006,OP029,CR Coil,2406,2381,25,63,Mechanical Failure,89.6,1.04,2356,25,1.05,July,3,29,Friday,Low
PRD10263,2025-07-30,Cut-To-Length Line,B,MC005,OP019,CR Sheet,2345,2288,57,50,Material Shortage,94.2,2.43,2231,57,0.83,July,3,31,Wednesday,Medium
PRD10264,2025-10-14,Finishing Line,A,MC015,OP012,Steel Plate,1677,1616,61,17,Quality Inspection,94.4,3.64,1555,61,0.28,October,4,42,Tuesday,Medium
PRD10265,2025-06-29,Pickling Line,B,MC018,OP016,CR Coil,629,612,17,53,Tool Change,96.7,2.7,595,17,0.88,June,2,26,Sunday,High
PRD10266,2025-09-07,Finishing Line,B,MC004,OP009,GI Sheet,1461,1418,43,33,Quality Inspection,95.6,2.94,1375,43,0.55,September,3,36,Sunday,High
PRD10267,2025-08-19,Pickling Line,B,MC005,OP011,HR Coil,2132,2120,12,13,Quality Inspection,91.4,0.56,2108,12,0.22,August,3,34,Tuesday,Medium
PRD10268,2025-01-23,Rolling Line,A,MC010,OP021,CR Coil,573,567,6,51,Quality Inspection,94.7,1.05,561,6,0.85,January,1,4,Thursday,Medium
PRD10269,2025-02-17,Rolling Line,B,MC004,OP012,HR Coil,1423,1407,16,92,Tool Change,94.3,1.12,1391,16,1.53,February,1,8,Monday,Medium
PRD10270,2025-04-19,Cut-To-Length Line,B,MC010,OP004,GI Sheet,1538,1500,38,83,Power Failure,94.0,2.47,1462,38,1.38,April,2,16,Saturday,Medium
PRD10271,2025-10-23,Rolling Line,C,MC020,OP026,CR Sheet,1093,1068,25,98,Mechanical Failure,94.4,2.29,1043,25,1.63,October,4,43,Thursday,Medium
PRD10272,2025-01-06,Pickling Line,C,MC004,OP019,CR Coil,986,965,21,42,Material Shortage,88.1,2.13,944,21,0.7,January,1,2,Monday,Low
PRD10273,2025-02-07,Rolling Line,C,MC012,OP010,HR Sheet,1998,1902,96,71,Scheduled Maintenance,91.7,4.8,1806,96,1.18,February,1,6,Friday,Medium
PRD10274,2025-06-18,Pickling Line,A,MC009,OP015,GI Sheet,1624,1571,53,64,Tool Change,95.9,3.26,1518,53,1.07,June,2,25,Wednesday,High
PRD10275,2025-12-22,Cut-To-Length Line,A,MC002,OP017,GI Sheet,1319,1278,41,77,Tool Change,94.1,3.11,1237,41,1.28,December,4,52,Monday,Medium
PRD10276,2025-10-10,Pickling Line,B,MC005,OP027,Steel Strip,1946,1871,75,70,Tool Change,93.0,3.85,1796,75,1.17,October,4,41,Friday,Medium
PRD10277,2025-07-22,Rolling Line,B,MC016,OP012,HR Coil,2399,2333,66,58,Power Failure,93.5,2.75,2267,66,0.97,July,3,30,Tuesday,Medium
PRD10278,2025-11-21,Slitting Line,A,MC019,OP029,GI Sheet,959,917,42,30,Scheduled Maintenance,93.7,4.38,875,42,0.5,November,4,47,Friday,Medium
PRD10279,2025-11-09,Slitting Line,B,MC014,OP001,GI Sheet,1793,1724,69,87,Tool Change,92.4,3.85,1655,69,1.45,November,4,45,Sunday,Medium
PRD10280,2025-09-30,Rolling Line,B,MC015,OP016,Steel Plate,530,506,24,70,Mechanical Failure,92.3,4.53,482,24,1.17,September,3,40,Tuesday,Medium
PRD10281,2025-09-01,Pickling Line,B,MC019,OP026,CR Coil,572,560,12,52,Power Failure,92.9,2.1,548,12,0.87,September,3,36,Monday,Medium
PRD10282,2025-11-23,Cut-To-Length Line,A,MC018,OP008,Steel Strip,1057,1016,41,47,Quality Inspection,96.1,3.88,975,41,0.78,November,4,47,Sunday,High
PRD10283,2025-02-16,Rolling Line,A,MC011,OP026,HR Sheet,1819,1766,53,68,Scheduled Maintenance,93.1,2.91,1713,53,1.13,February,1,7,Sunday,Medium
PRD10284,2025-09-06,Slitting Line,C,MC013,OP030,Steel Strip,2222,2124,98,16,Power Failure,95.7,4.41,2026,98,0.27,September,3,36,Saturday,High
PRD10285,2025-03-20,Slitting Line,B,MC010,OP025,GI Sheet,2317,2234,83,45,Tool Change,96.6,3.58,2151,83,0.75,March,1,12,Thursday,High
PRD10286,2025-04-20,Slitting Line,C,MC007,OP019,CR Sheet,1102,1087,15,37,Power Failure,90.3,1.36,1072,15,0.62,April,2,16,Sunday,Medium
PRD10287,2025-01-13,Pickling Line,C,MC001,OP009,GP Coil,1027,1011,16,58,Power Failure,95.1,1.56,995,16,0.97,January,1,3,Monday,High
PRD10288,2025-12-31,Slitting Line,C,MC018,OP024,GP Coil,1909,1882,27,37,Mechanical Failure,90.1,1.41,1855,27,0.62,December,4,1,Wednesday,Medium
PRD10289,2025-03-31,Slitting Line,A,MC004,OP011,Steel Plate,1220,1165,55,19,Material Shortage,93.6,4.51,1110,55,0.32,March,1,14,Monday,Medium
PRD10290,2025-12-08,Cut-To-Length Line,A,MC016,OP017,HR Sheet,1235,1188,47,41,Power Failure,95.7,3.81,1141,47,0.68,December,4,50,Monday,High
PRD10291,2025-12-14,Rolling Line,B,MC018,OP022,GI Sheet,2098,2012,86,120,Mechanical Failure,98.1,4.1,1926,86,2.0,December,4,50,Sunday,High
PRD10292,2025-10-07,Cut-To-Length Line,C,MC019,OP030,Steel Plate,1651,1599,52,39,Mechanical Failure,92.0,3.15,1547,52,0.65,October,4,41,Tuesday,Medium
PRD10293,2025-08-09,Pickling Line,B,MC015,OP009,GP Coil,908,900,8,80,Tool Change,96.5,0.88,892,8,1.33,August,3,32,Saturday,High
PRD10294,2025-03-14,Slitting Line,B,MC010,OP020,CR Coil,1462,1409,53,52,Tool Change,95.7,3.63,1356,53,0.87,March,1,11,Friday,High
PRD10295,2025-08-22,Cut-To-Length Line,A,MC007,OP011,GI Sheet,2076,2018,58,61,Quality Inspection,97.4,2.79,1960,58,1.02,August,3,34,Friday,High
PRD10296,2025-09-17,Pickling Line,B,MC001,OP009,Steel Plate,1834,1775,59,71,Tool Change,94.7,3.22,1716,59,1.18,September,3,38,Wednesday,Medium
PRD10297,2025-04-23,Pickling Line,B,MC001,OP002,CR Coil,985,967,18,51,Scheduled Maintenance,93.6,1.83,949,18,0.85,April,2,17,Wednesday,Medium
PRD10298,2025-02-15,Cut-To-Length Line,C,MC001,OP026,Steel Plate,1878,1822,56,91,Tool Change,89.2,2.98,1766,56,1.52,February,1,7,Saturday,Low
PRD10299,2025-10-01,Finishing Line,B,MC019,OP030,CR Sheet,1014,977,37,22,Tool Change,94.6,3.65,940,37,0.37,October,4,40,Wednesday,Medium
PRD10300,2025-02-12,Finishing Line,A,MC007,OP027,CR Coil,1678,1660,18,29,Scheduled Maintenance,94.7,1.07,1642,18,0.48,February,1,7,Wednesday,Medium
PRD10301,2025-07-27,Cut-To-Length Line,A,MC015,Unknown,CR Sheet,2177,2150,27,60,Mechanical Failure,96.3,1.24,2123,27,1.0,July,3,30,Sunday,High
PRD10302,2025-12-15,Finishing Line,A,MC013,OP011,CR Sheet,1044,1030,14,30,Tool Change,92.1,1.34,1016,14,0.5,December,4,51,Monday,Medium
PRD10303,2025-04-13,Rolling Line,B,MC009,OP001,CR Coil,1352,1336,16,160,Mechanical Failure,93.0,1.18,1320,16,2.67,April,2,15,Sunday,Medium
PRD10304,2025-05-04,Pickling Line,A,MC014,OP020,Steel Plate,1661,1609,52,19,Tool Change,95.7,3.13,1557,52,0.32,May,2,18,Sunday,High
PRD10305,2025-01-10,Rolling Line,B,MC006,OP005,GP Coil,1192,1172,20,90,Quality Inspection,93.8,1.68,1152,20,1.5,January,1,2,Friday,Medium
PRD10306,2025-11-25,Rolling Line,C,MC007,OP018,Steel Plate,964,931,33,80,Scheduled Maintenance,88.1,3.42,898,33,1.33,November,4,48,Tuesday,Low
PRD10307,2025-07-06,Pickling Line,A,MC014,OP022,HR Sheet,2490,2413,77,24,Mechanical Failure,93.7,3.09,2336,77,0.4,July,3,27,Sunday,Medium
PRD10308,2025-01-31,Cut-To-Length Line,B,MC011,OP008,CR Sheet,1998,1933,65,61,Tool Change,94.0,3.25,1868,65,1.02,January,1,5,Friday,Medium
PRD10309,2025-06-05,Slitting Line,C,MC003,OP027,Steel Strip,1691,1641,50,5,Tool Change,91.9,2.96,1591,50,0.08,June,2,23,Thursday,Medium
PRD10310,2025-03-01,Cut-To-Length Line,B,MC011,OP018,Steel Strip,981,930,51,35,Quality Inspection,89.4,5.2,879,51,0.58,March,1,9,Saturday,Low
PRD10311,2025-09-06,Pickling Line,B,MC008,OP009,CR Sheet,1291,1240,51,101,Quality Inspection,96.0,3.95,1189,51,1.68,September,3,36,Saturday,High
PRD10312,2025-09-27,Pickling Line,B,MC006,OP002,HR Coil,1661,1606,55,19,Power Failure,99.0,3.31,1551,55,0.32,September,3,39,Saturday,High
PRD10313,2025-08-05,Slitting Line,B,MC003,OP017,GI Sheet,804,796,8,52,Tool Change,95.6,1.0,788,8,0.87,August,3,32,Tuesday,High
PRD10314,2025-01-02,Slitting Line,A,MC012,OP011,GP Coil,1679,1641,38,19,Mechanical Failure,96.9,2.26,1603,38,0.32,January,1,1,Thursday,High
PRD10315,2025-01-24,Slitting Line,A,MC018,OP014,GP Coil,2397,2347,50,38,Mechanical Failure,96.2,2.09,2297,50,0.63,January,1,4,Friday,High
PRD10316,2025-07-25,Cut-To-Length Line,A,MC011,OP006,Steel Plate,2196,2127,69,26,Quality Inspection,96.4,3.14,2058,69,0.43,July,3,30,Friday,High
PRD10317,2025-11-16,Rolling Line,C,MC007,OP005,GI Sheet,1442,1389,53,96,Quality Inspection,99.0,3.68,1336,53,1.6,November,4,46,Sunday,High
PRD10318,2025-07-18,Rolling Line,A,MC010,OP012,Steel Strip,1280,1243,37,81,Power Failure,95.4,2.89,1206,37,1.35,July,3,29,Friday,High
PRD10319,2025-12-22,Cut-To-Length Line,C,MC016,OP012,HR Coil,671,660,11,74,Material Shortage,96.6,1.64,649,11,1.23,December,4,52,Monday,High
PRD10320,2025-04-24,Pickling Line,C,MC016,OP010,Steel Plate,1104,1064,40,11,Tool Change,88.5,3.62,1024,40,0.18,April,2,17,Thursday,Low
PRD10321,2025-10-07,Pickling Line,C,MC015,OP003,CR Sheet,782,756,26,65,Scheduled Maintenance,92.2,3.32,730,26,1.08,October,4,41,Tuesday,Medium
PRD10322,2025-06-04,Rolling Line,C,MC013,OP019,GI Sheet,574,567,7,0,Mechanical Failure,91.0,1.22,560,7,0.0,June,2,23,Wednesday,Medium
